,alternativeSpellings,createdAt,department,id,name,updatedAt
1168,,2016-03-24T08:42:35.223Z,111,6682,Pyykinpesujauhe,2016-03-24T08:42:35.223Z
1169,,2016-03-24T08:42:35.921Z,106,6684,Pähkinä,2016-03-24T08:42:35.921Z
1170,,2016-03-24T08:42:36.240Z,106,6685,Pähkinärouhe,2016-03-24T08:42:36.240Z
1171,[],2016-03-24T08:41:50.579Z,106,6548,"Piirakkapohja, ainekset",2016-12-16T10:17:47.651Z
1172,[],2016-03-24T08:41:55.388Z,107,6562,"Piparkakkutaikina, pakaste",2016-12-16T10:18:33.347Z
1173,[],2016-03-24T08:41:57.825Z,109,6569,"Pistaasipähkinä, paahdettu ja suolattu",2016-12-16T10:18:44.187Z
1174,[],2016-03-24T08:41:58.716Z,105,6571,Pitkäjyväinen riisi,2016-12-16T10:18:48.922Z
1175,[],2016-03-24T08:42:01.633Z,106,6580,"Pomeranssinkuori, jauhettu",2016-12-16T10:19:04.763Z
1176,[],2016-03-24T08:42:04.873Z,107,6590,"Poron sisäfilee, pakaste",2016-12-16T10:19:22.883Z
1177,[],2016-03-24T08:42:05.191Z,107,6591,"Poron ulkofilee, pakaste",2016-12-16T10:19:23.971Z
1178,[],2016-03-24T08:42:05.509Z,107,6592,"Poronkäristys, pakaste",2016-12-16T10:19:25.072Z
1179,,2016-03-24T08:42:08.492Z,102,6601,"Porsaan kassler, maustamaton",2016-12-16T10:19:41.866Z
1180,,2016-03-24T08:42:09.130Z,102,6603,"Porsaan kasslerpihvi, marinoitu",2016-12-16T10:19:45.259Z
1181,,2016-03-24T08:42:09.449Z,102,6604,"Porsaan kinkkusuikale, marinoitu",2016-12-16T10:19:48.490Z
1182,,2016-03-24T08:42:09.768Z,102,6605,"Porsaan kinkkusuikale, maustamaton",2016-12-16T10:19:48.852Z
1183,,2016-03-24T08:42:10.436Z,102,6607,"Porsaan kyljys, marinoitu",2016-12-16T10:19:50.656Z
1184,[],2016-03-24T08:42:10.773Z,102,6608,"Porsaan kylki, luuton",2016-12-16T10:19:51.740Z
1185,,2016-03-24T08:42:11.409Z,102,6610,Porsaan lapa,2016-12-16T10:19:54.265Z
1186,,2016-03-24T08:42:13.670Z,102,6617,Porsaan palapaisti,2016-12-16T10:20:01.118Z
1187,,2016-03-24T08:42:15.017Z,102,6621,"Porsaan ribs, marinoitu",2016-12-16T10:20:03.644Z
1188,,2016-03-24T08:42:15.336Z,102,6622,"Porsaan ribs, maustamaton",2016-12-16T10:20:04.003Z
1189,,2016-03-24T08:42:16.005Z,102,6624,Porsaan sisäfilee,2016-12-16T10:20:05.443Z
1190,,2016-03-24T08:42:16.641Z,102,6626,"Porsaan sisäfilee, maustamaton",2016-12-16T10:20:07.608Z
1191,,2016-03-24T08:42:17.028Z,102,6627,Porsaan sisäpaisti,2016-12-16T10:20:10.502Z
1192,,2016-03-24T08:42:18.370Z,102,6631,Porsaan ulkofilee,2016-12-16T10:20:12.052Z
1193,,2016-03-24T08:42:18.688Z,102,6632,"Porsaan ulkofilee, lehtipihvi",2016-12-16T10:20:12.418Z
1194,,2016-03-24T08:42:20.109Z,102,6636,"Porsaan ulkofileepihvi, maustamaton",2016-12-16T10:20:18.555Z
1195,,2016-03-24T08:42:23.114Z,106,6645,Psyllium,2016-12-16T10:21:00.372Z
1196,,2016-03-24T08:42:23.433Z,100,6646,Puikulaperuna,2016-12-16T10:21:01.471Z
1197,,2016-03-24T08:42:24.092Z,107,6648,"Pulla, pakaste",2016-12-16T10:21:02.194Z
1198,,2016-03-24T08:42:24.727Z,111,6650,Pullavuoka,2016-12-16T10:21:03.653Z
1199,,2016-03-24T08:42:25.067Z,107,6651,"Puna-ahven, pakaste",2016-12-16T10:21:05.119Z
1200,,2016-03-24T08:42:26.020Z,100,6654,"Punaherukka, tuore",2016-12-16T10:21:05.844Z
1201,,2016-03-24T08:42:26.342Z,100,6655,Punajuuri,2016-12-16T10:21:06.564Z
1202,,2016-03-24T08:42:27.327Z,105,6658,"Punajuuri, säilyke, luomu",2016-12-16T10:21:08.724Z
1203,,2016-03-24T08:42:27.645Z,105,6659,"Punajuurikuutiot, säilyke",2016-12-16T10:21:09.450Z
1204,,2016-03-24T08:42:27.965Z,103,6660,Punajuurisalaatti,2016-12-16T10:21:12.343Z
1205,,2016-03-24T08:42:28.282Z,103,6661,Punajuuri-tsatsikisalaatti,2016-12-16T10:21:13.430Z
1206,,2016-03-24T08:42:28.957Z,100,6663,Punakaali,2016-12-16T10:21:14.911Z
1207,,2016-03-24T08:42:29.593Z,107,6665,"Punakampela, paneroitu, pakaste",2016-12-16T10:21:17.072Z
1208,,2016-03-24T08:42:29.911Z,100,6666,Punasalaatti,2016-12-16T10:21:17.432Z
1209,,2016-03-24T08:42:30.229Z,100,6667,Punasipuli,2016-12-16T10:21:17.792Z
1210,,2016-03-24T08:42:30.550Z,106,6668,Punaviinietikka,2016-12-16T10:21:20.558Z
1211,,2016-03-24T08:42:31.217Z,100,6670,Puolukka,2016-12-16T10:21:23.083Z
1212,,2016-03-24T08:42:31.535Z,107,6671,"Puolukka, pakaste",2016-12-16T10:21:24.192Z
1213,,2016-03-24T08:42:31.858Z,106,6672,Puolukkahillo,2016-12-16T10:21:24.577Z
1214,,2016-03-24T08:42:32.505Z,100,6674,Puolukkasurvos,2016-12-16T10:21:28.561Z
1215,,2016-03-24T08:42:34.238Z,107,6679,"Purjo, pakaste",2016-12-16T10:21:30.375Z
1216,,2016-03-24T08:42:34.892Z,100,6681,Puutomaatti,2016-12-16T10:21:34.073Z
1217,,2016-03-24T08:42:35.542Z,111,6683,Pyykinpesuneste,2016-12-16T10:21:39.902Z
1218,,2016-03-24T08:42:40.069Z,108,6695,Päärynäjuoma,2016-03-24T08:42:40.069Z
1219,,2016-03-24T08:42:41.145Z,109,6698,Pääsiäismakeinen,2016-03-24T08:42:41.145Z
1220,,2016-03-24T08:42:41.466Z,109,6699,Pääsiäisrae,2016-03-24T08:42:41.466Z
1221,,2016-03-24T08:42:43.574Z,104,6705,"Raejuusto, pehmeä",2016-03-24T08:42:43.574Z
1222,,2016-03-24T08:42:43.953Z,104,6706,"Raejuusto, rasvaton",2016-03-24T08:42:43.953Z
1223,,2016-03-24T08:42:45.299Z,108,6710,Rahkajuoma,2016-03-24T08:42:45.299Z
1224,,2016-03-24T08:42:45.618Z,106,6711,Rakuuna,2016-03-24T08:42:45.618Z
1225,,2016-03-24T08:42:46.646Z,101,6714,Ranskanleipä,2016-03-24T08:42:46.646Z
1226,,2016-03-24T08:42:48.375Z,102,6719,Rasvasilli,2016-03-24T08:42:48.375Z
1227,,2016-03-24T08:42:51.974Z,105,6730,Riisi,2016-03-24T08:42:51.974Z
1228,,2016-03-24T08:42:57.918Z,106,6748,Roseepippuri,2016-03-24T08:42:57.918Z
1229,,2016-03-24T08:42:58.237Z,111,6749,Roskapussi,2016-03-24T08:42:58.237Z
1230,,2016-03-24T08:43:02.295Z,101,6761,"Ruisleipä, tumma",2016-03-24T08:43:02.295Z
1231,,2016-03-24T08:43:04.662Z,101,6768,Ruisvuokaleipä,2016-03-24T08:43:04.662Z
1232,,2016-03-24T08:43:05.685Z,101,6771,"Rullarieska, täysjyvä",2016-03-24T08:43:05.685Z
1233,,2016-03-24T08:43:08.182Z,104,6778,"Ruokakerma, grillattu paprika",2016-03-24T08:43:08.182Z
1234,,2016-03-24T08:43:08.500Z,104,6779,"Ruokakerma, juusto",2016-03-24T08:43:08.500Z
1235,,2016-03-24T08:43:09.257Z,104,6781,"Ruokakerma, kolme juustoa",2016-03-24T08:43:09.257Z
1236,,2016-03-24T08:43:09.575Z,104,6782,"Ruokakerma, kolme sipulia",2016-03-24T08:43:09.575Z
1237,,2016-03-24T08:43:09.893Z,104,6783,"Ruokakerma, kolme yrttiä",2016-03-24T08:43:09.893Z
1238,,2016-03-24T08:43:10.284Z,104,6784,"Ruokakerma, kookos ja lime",2016-03-24T08:43:10.284Z
1239,,2016-03-24T08:43:10.603Z,104,6785,"Ruokakerma, luomu",2016-03-24T08:43:10.603Z
1240,,2016-03-24T08:43:10.988Z,104,6786,"Ruokakerma, maustettu",2016-03-24T08:43:10.988Z
1241,,2016-03-24T08:43:11.306Z,104,6787,"Ruokakerma, Mustapekka",2016-03-24T08:43:11.306Z
1242,,2016-03-24T08:43:11.625Z,104,6788,"Ruokakerma, pippuri",2016-03-24T08:43:11.625Z
1243,,2016-03-24T08:43:11.950Z,104,6789,"Ruokakerma, sinihomejuusto",2016-03-24T08:43:11.950Z
1244,,2016-03-24T08:43:12.273Z,104,6790,"Ruokakerma, sipuli",2016-03-24T08:43:12.273Z
1245,,2016-03-24T08:43:12.592Z,104,6791,"Ruokakerma, valkosipuli",2016-03-24T08:43:12.592Z
1246,,2016-03-24T08:43:13.250Z,104,6793,"Ruokakerma, yrtti",2016-03-24T08:43:13.250Z
1247,,2016-03-24T08:43:14.844Z,100,6798,"Ruskea herkkusieni, tuore",2016-03-24T08:43:14.844Z
1248,[],2016-03-24T08:42:51.592Z,101,6729,Ohrarieska,2016-12-16T10:12:38.486Z
1249,,2016-03-24T08:42:39.047Z,100,6692,"Päärynä, luomu",2016-12-16T10:13:42.325Z
1250,,2016-03-24T08:42:39.702Z,100,6694,"Päärynä, tuore",2016-12-16T10:13:43.045Z
1251,,2016-03-24T08:42:40.452Z,105,6696,"Päärynänpuolikas mehussa, säilyke",2016-12-16T10:13:45.940Z
1252,,2016-03-24T08:42:40.770Z,105,6697,"Päärynänpuolikas sokeriliemessä, säilyke",2016-12-16T10:13:46.301Z
1253,,2016-03-24T08:42:36.880Z,109,6687,Pähkinäsekoitus,2016-12-16T10:14:05.695Z
1254,,2016-03-24T08:42:37.523Z,109,6689,"Pähkinäsekoitus, maapähkinä-rusina",2016-12-16T10:14:08.223Z
1255,,2016-03-24T08:42:38.416Z,109,6691,"Pähkinäsekoitus, rusina-marja",2016-12-16T10:14:10.395Z
1256,[],2016-03-24T08:42:22.157Z,104,6642,Port Salut -juusto,2016-12-16T10:20:26.913Z
1257,[],2016-03-24T08:42:33.900Z,100,6678,"Purjo, tuore",2016-12-16T10:21:31.185Z
1258,,2016-03-24T08:42:41.904Z,107,6700,"Quorn, kuutio",2016-12-16T10:21:44.292Z
1259,,2016-03-24T08:42:47.666Z,102,6717,"Rapu, tuore",2016-12-16T10:22:35.071Z
1260,,2016-03-24T08:42:54.033Z,107,6736,"Riisipiirakka, pakaste",2016-12-16T10:23:09.906Z
1261,,2016-03-24T08:42:54.361Z,103,6737,Riisipuuro,2016-12-16T10:23:10.621Z
1262,,2016-03-24T08:42:54.680Z,105,6738,"Riisisekoitus, itämainen",2016-12-16T10:23:12.414Z
1263,,2016-03-24T08:42:55.332Z,106,6740,Riisiviinietikka,2016-12-16T10:23:18.884Z
1264,,2016-03-24T08:42:55.652Z,107,6741,"Riistakäristys, pakaste",2016-12-16T10:23:19.609Z
1265,,2016-03-24T08:42:55.971Z,101,6742,Rinkeli,2016-12-16T10:23:23.249Z
1266,,2016-03-24T08:42:56.959Z,105,6745,Risottoriisi,2016-12-16T10:23:35.398Z
1267,,2016-03-24T08:42:57.278Z,106,6746,Rommiaromi,2016-12-16T10:23:37.484Z
1268,,2016-03-24T08:42:57.597Z,100,6747,Roomansalaatti,2016-12-16T10:23:42.233Z
1269,,2016-03-24T08:42:58.555Z,106,6750,"Rosmariini, kuivattu",2016-12-16T10:23:44.396Z
1270,,2016-03-24T08:42:58.901Z,100,6751,"Rosmariini, tuore",2016-12-16T10:23:45.392Z
1271,,2016-03-24T08:42:59.222Z,100,6752,Rousku,2016-12-16T10:23:49.889Z
1272,,2016-03-24T08:42:59.539Z,100,6753,Rucola,2016-12-16T10:23:50.304Z
1273,,2016-03-24T08:42:59.856Z,105,6754,Ruishiutale,2016-12-16T10:23:50.710Z
1274,,2016-03-24T08:43:00.180Z,105,6755,"Ruishiutale, luomu",2016-12-16T10:23:51.147Z
1275,,2016-03-24T08:43:00.498Z,106,6756,Ruisjauho,2016-12-16T10:23:51.946Z
1276,,2016-03-24T08:43:00.885Z,101,6757,Ruisleipä,2016-12-16T10:23:57.452Z
1277,,2016-03-24T08:43:02.615Z,101,6762,"Ruisleipä, täysjyvä",2016-12-16T10:24:02.950Z
1278,,2016-03-24T08:43:03.002Z,101,6763,"Ruisnappi, luomu",2016-12-16T10:24:11.797Z
1279,,2016-03-24T08:43:04.024Z,106,6766,Ruissihtijauho,2016-12-16T10:24:19.459Z
1280,,2016-03-24T08:43:05.367Z,101,6770,Rullarieska,2016-12-16T10:24:24.557Z
1281,,2016-03-24T08:43:07.440Z,104,6776,"Ruokakerma, Flora Ruoka, pekoni ja sipuli",2016-12-16T10:24:49.715Z
1282,,2016-03-24T08:43:07.807Z,104,6777,"Ruokakerma, Flora Ruoka, tilli ja sitruuna",2016-12-16T10:24:50.075Z
1283,,2016-03-24T08:43:12.931Z,104,6792,"Ruokakerma, vuohenjuusto-tomaatti",2016-12-16T10:24:58.931Z
1284,,2016-03-24T08:43:13.568Z,106,6794,Ruokasooda,2016-12-16T10:25:01.100Z
1285,,2016-03-24T08:43:13.887Z,106,6795,Ruokokidesokeri,2016-12-16T10:25:01.516Z
1286,,2016-03-24T08:43:14.205Z,106,6796,Rusina,2016-12-16T10:25:03.695Z
1287,,2016-03-24T08:43:14.524Z,106,6797,"Rusina, sekoitus",2016-12-16T10:25:04.422Z
1288,,2016-03-24T08:43:15.513Z,100,6800,"Ruusu, syötävä",2016-03-24T08:43:15.513Z
1289,,2016-03-24T08:43:19.129Z,103,6811,Räiskäle,2016-03-24T08:43:19.129Z
1290,,2016-03-24T08:43:19.448Z,111,6812,"Rätti, siivous",2016-03-24T08:43:19.448Z
1291,,2016-03-24T08:43:19.766Z,111,6813,"Rätti, tiski",2016-03-24T08:43:19.766Z
1292,,2016-03-24T08:43:21.824Z,100,6819,Salaatti,2016-03-24T08:43:21.824Z
1293,,2016-03-24T08:43:22.143Z,100,6820,"Salaatti, luomu",2016-03-24T08:43:22.143Z
1294,,2016-03-24T08:43:22.463Z,100,6821,"Salaatti, ruukku",2016-03-24T08:43:22.463Z
1295,[],2016-03-24T08:43:06.392Z,104,6773,"Ruokakerma, 10 %",2016-08-04T11:02:23.741Z
1296,[],2016-03-24T08:43:17.501Z,102,6806,"Rypsiporsaan paahtopaisti, maustettu",2016-08-04T11:04:41.765Z
1297,,2016-03-24T08:43:32.895Z,105,6852,Salsadippi,2016-03-24T08:43:32.895Z
1298,,2016-03-24T08:43:33.267Z,105,6853,"Salsadippi, hedelmäinen",2016-03-24T08:43:33.267Z
1299,,2016-03-24T08:43:34.294Z,105,6856,Salsakastike,2016-03-24T08:43:34.294Z
1300,,2016-03-24T08:43:36.598Z,100,6863,Savoijinkaali,2016-03-24T08:43:36.598Z
1301,,2016-03-24T08:43:36.916Z,102,6864,Savukala,2016-03-24T08:43:36.916Z
1302,,2016-03-24T08:43:40.586Z,106,6875,"Sekahedelmä, kuivattu",2016-03-24T08:43:40.586Z
1303,,2016-03-24T08:43:41.897Z,102,6879,Sian jauheliha,2016-03-24T08:43:41.897Z
1304,,2016-03-24T08:43:42.215Z,106,6880,Siemeniä,2016-03-24T08:43:42.215Z
1305,,2016-03-24T08:43:42.533Z,105,6881,"Sieni, kuivattu",2016-03-24T08:43:42.533Z
1306,,2016-03-24T08:43:42.855Z,107,6882,"Sieni, pakaste",2016-03-24T08:43:42.855Z
1307,,2016-03-24T08:43:43.197Z,105,6883,"Sieni, säilyke",2016-03-24T08:43:43.197Z
1308,,2016-03-24T08:43:43.515Z,100,6884,"Sieni, tuore",2016-03-24T08:43:43.515Z
1309,,2016-03-24T08:43:43.833Z,108,6885,Siideri,2016-03-24T08:43:43.833Z
1310,[],2016-03-24T08:42:56.289Z,105,6743,"Risotto, parsa, ainekset",2016-12-16T10:23:29.576Z
1311,[],2016-03-24T08:42:56.608Z,105,6744,"Risotto, sieni, ainekset",2016-12-16T10:23:32.863Z
1312,,2016-03-24T08:43:20.108Z,107,6814,"Röstiperuna, pakaste",2016-12-16T10:23:47.729Z
1313,[],2016-03-24T08:43:03.642Z,107,6765,"Ruisperunataikina, pakaste",2016-12-16T10:24:14.389Z
1314,[],2016-03-24T08:43:04.343Z,107,6767,"Ruistaikina, pakaste",2016-12-16T10:24:23.480Z
1315,[],2016-03-24T08:43:06.072Z,100,6772,"Ruohosipuli, tuore",2016-12-16T10:24:43.429Z
1316,[],2016-03-24T08:43:16.223Z,102,6802,"Rypsiporsaan fileepihvi, chili",2016-12-16T10:25:18.831Z
1317,[],2016-03-24T08:43:16.542Z,102,6803,"Rypsiporsaan fileepihvi, maustamaton",2016-12-16T10:25:19.558Z
1318,[],2016-03-24T08:43:16.860Z,102,6804,"Rypsiporsaan fileesuikale, Meksikon taco",2016-12-16T10:25:22.188Z
1319,[],2016-03-24T08:43:17.180Z,102,6805,"Rypsiporsaan fileeviipale, maustamaton",2016-12-16T10:25:24.117Z
1320,[],2016-03-24T08:43:18.811Z,102,6810,"Ryynimakkara, perinteinen",2016-12-16T10:25:38.958Z
1321,,2016-03-24T08:43:20.427Z,101,6815,Saaristolaisleipä,2016-12-16T10:25:41.646Z
1322,,2016-03-24T08:43:20.749Z,101,6816,"Saaristolaisleipä, gluteeniton",2016-12-16T10:25:42.046Z
1323,,2016-03-24T08:43:21.132Z,106,6817,Sahrami,2016-12-16T10:25:47.266Z
1324,,2016-03-24T08:43:21.452Z,106,6818,Saksanpähkinä,2016-12-16T10:25:50.213Z
1325,[],2016-03-24T08:43:23.444Z,104,6824,Salaattijuustokuutio öljymarinadissa,2016-12-16T10:25:52.080Z
1326,[],2016-03-24T08:43:22.782Z,104,6822,Salaattijuustokuutio suolavedessä,2016-12-16T10:25:52.446Z
1327,[],2016-03-24T08:43:23.125Z,104,6823,"Salaattijuustokuutio suolavedessä, kevyt",2016-12-16T10:25:52.816Z
1328,[],2016-03-24T08:43:23.764Z,104,6825,"Salaattijuustokuutio, chili",2016-12-16T10:25:54.325Z
1329,[],2016-03-24T08:43:24.083Z,104,6826,"Salaattijuustokuutio, laktoositon",2016-12-16T10:25:55.793Z
1330,[],2016-03-24T08:43:24.402Z,104,6827,"Salaattijuustokuutio, yrtti",2016-12-16T10:25:59.192Z
1331,,2016-03-24T08:43:24.722Z,104,6828,Salaattijuustopala,2016-12-16T10:25:59.938Z
1332,,2016-03-24T08:43:25.078Z,105,6829,"Salaattikastike, appelsiininen",2016-12-16T10:26:02.187Z
1333,,2016-03-24T08:43:25.397Z,105,6830,"Salaattikastike, caesar",2016-12-16T10:26:03.705Z
1334,,2016-03-24T08:43:25.718Z,105,6831,"Salaattikastike, ranskalainen",2016-12-16T10:26:17.379Z
1335,,2016-03-24T08:43:26.100Z,105,6832,"Salaattikastike, sinappi",2016-12-16T10:26:19.925Z
1336,,2016-03-24T08:43:26.419Z,105,6833,"Salaattikastike, sitruuna-vinaigrette",2016-12-16T10:26:22.605Z
1337,,2016-03-24T08:43:26.737Z,105,6834,"Salaattikastike, Thousand Island",2016-12-16T10:26:23.340Z
1338,,2016-03-24T08:43:27.123Z,105,6835,"Salaattikastike, Toscana",2016-12-16T10:26:25.167Z
1339,,2016-03-24T08:43:27.441Z,105,6836,"Salaattikastike, valkosipuli",2016-12-16T10:26:25.913Z
1340,,2016-03-24T08:43:27.759Z,100,6837,Salaattisekoitus,2016-12-16T10:26:28.438Z
1341,,2016-03-24T08:43:28.148Z,100,6838,"Salaattisekoitus, lempi",2016-12-16T10:26:28.897Z
1342,,2016-03-24T08:43:28.466Z,100,6839,"Salaattisekoitus, Palermo",2016-12-16T10:26:29.735Z
1343,,2016-03-24T08:43:45.133Z,108,6889,"Siideri, omena, makea",2016-03-24T08:43:45.133Z
1344,,2016-03-24T08:43:45.452Z,108,6890,"Siideri, ranskalainen, kuiva",2016-03-24T08:43:45.452Z
1345,,2016-03-24T08:43:47.118Z,102,6895,Siikafilee,2016-03-24T08:43:47.118Z
1346,[],2016-05-18T08:47:18.629Z,,7392,"Leipä, kaura 100 %",2016-05-18T08:47:18.629Z
1347,[],2016-07-04T12:03:13.382Z,,7445,"Linssi, suolaliemessä",2016-07-04T12:03:13.382Z
1348,,2016-03-24T08:43:48.752Z,100,6900,Siitakesieni,2016-03-24T08:43:48.752Z
1349,,2016-03-24T08:43:50.098Z,102,6904,"Sika-nauta jauheliha, kevyt, 7 %",2016-03-24T08:43:50.098Z
1350,,2016-03-24T08:43:53.128Z,102,6913,Simpukka,2016-03-24T08:43:53.128Z
1351,,2016-03-24T08:43:57.545Z,104,6926,"Sinihomejuusto, Blå Castello",2016-03-24T08:43:57.545Z
1352,,2016-03-24T08:44:03.859Z,100,6945,Sitruunaruoho,2016-03-24T08:44:03.859Z
1353,,2016-03-24T08:44:05.538Z,104,6950,"Soijajuoma, luomu",2016-03-24T08:44:05.538Z
1354,,2016-03-24T08:44:07.534Z,106,6956,"Soijakastike, suolaa vähennetty",2016-03-24T08:44:07.534Z
1355,,2016-03-24T08:44:08.175Z,105,6958,Soijarouhe,2016-03-24T08:44:08.175Z
1356,,2016-03-24T08:44:08.817Z,104,6960,"Soijavalmiste, vanilja",2016-03-24T08:44:08.817Z
1357,,2016-03-24T08:44:10.427Z,106,6965,"Sokeri, Reilun kaupan",2016-03-24T08:44:10.427Z
1358,,2016-03-24T08:44:11.418Z,106,6968,Sokerikuorrute,2016-03-24T08:44:11.418Z
1359,,2016-03-24T08:44:11.738Z,106,6969,Sokerimassa,2016-03-24T08:44:11.738Z
1360,[],2016-03-24T08:41:12.820Z,100,6436,"Papaija, tuore",2016-12-16T10:14:57.721Z
1361,[],2016-03-24T08:43:31.485Z,102,6848,"Salami, Milano",2016-12-16T10:26:35.323Z
1362,[],2016-03-24T08:43:31.803Z,102,6849,"Salami, Napoli",2016-12-16T10:26:36.424Z
1363,,2016-03-24T08:43:52.775Z,102,6912,Sillikaviaari,2016-12-16T10:28:11.448Z
1364,,2016-03-24T08:43:53.765Z,105,6915,"Simpukka, säilyke",2016-12-16T10:28:13.291Z
1365,,2016-03-24T08:43:58.909Z,102,6930,Sinisimpukka,2016-12-16T10:28:27.510Z
1366,,2016-03-24T08:43:59.228Z,107,6931,"Sinisimpukka, pakaste",2016-12-16T10:28:27.874Z
1367,,2016-03-24T08:43:59.546Z,100,6932,Sipuli,2016-12-16T10:28:29.675Z
1368,,2016-03-24T08:43:59.865Z,100,6933,"Sipuli, luomu",2016-12-16T10:28:30.442Z
1369,,2016-03-24T08:44:00.250Z,107,6934,"Sipuli, pakaste",2016-12-16T10:28:30.801Z
1370,,2016-03-24T08:44:00.572Z,106,6935,Sipulijauhe,2016-12-16T10:28:31.891Z
1371,,2016-03-24T08:44:00.891Z,105,6936,"Sipulikeitto, ainekset",2016-12-16T10:28:33.004Z
1372,,2016-03-24T08:44:01.214Z,105,6937,"Sipulikeitto, ranskalainen, ainekset",2016-12-16T10:28:33.722Z
1373,,2016-03-24T08:44:01.537Z,107,6938,"Sipulikuutio, pakaste",2016-12-16T10:28:34.091Z
1374,,2016-03-24T08:44:01.854Z,102,6939,Sipulisilli,2016-12-16T10:28:37.712Z
1375,,2016-03-24T08:44:02.198Z,102,6940,Siskonmakkara,2016-12-16T10:28:38.089Z
1376,,2016-03-24T08:44:02.517Z,100,6941,Sitruuna,2016-12-16T10:28:40.659Z
1377,,2016-03-24T08:44:02.835Z,100,6942,"Sitruuna, luomu",2016-12-16T10:28:41.020Z
1378,,2016-03-24T08:44:03.219Z,100,6943,Sitruunamelissa,2016-12-16T10:28:46.148Z
1379,,2016-03-24T08:44:03.540Z,106,6944,Sitruunapippuri,2016-12-16T10:28:46.869Z
1380,,2016-03-24T08:44:04.220Z,104,6946,Smetana,2016-12-16T10:28:53.152Z
1381,,2016-03-24T08:44:04.539Z,104,6947,"Smetana, laktoositon",2016-12-16T10:28:53.531Z
1382,,2016-03-24T08:44:04.857Z,107,6948,"Smoothiehedelmäsekoitus, pakaste",2016-12-16T10:28:55.767Z
1383,,2016-03-24T08:44:05.219Z,107,6949,"Smoothiemarjasekoitus, pakaste",2016-12-16T10:28:56.128Z
1384,,2016-03-24T08:44:05.858Z,104,6951,"Soijajuoma, maustamaton",2016-12-16T10:29:12.967Z
1385,,2016-03-24T08:44:06.183Z,104,6952,"Soijajuoma, suklaa, luomu",2016-12-16T10:29:15.152Z
1386,,2016-03-24T08:44:06.503Z,106,6953,Soijakastike,2016-12-16T10:29:15.880Z
1387,,2016-03-24T08:44:06.826Z,106,6954,"Soijakastike, ketjap manis",2016-12-16T10:29:17.710Z
1388,,2016-03-24T08:44:07.213Z,106,6955,"Soijakastike, luomu",2016-12-16T10:29:18.071Z
1389,,2016-03-24T08:44:07.854Z,107,6957,"Soijapapu, pakaste",2016-12-16T10:29:25.397Z
1390,,2016-03-24T08:44:08.498Z,105,6959,"Soijarouhe, tumma",2016-12-16T10:29:28.040Z
1391,,2016-03-24T08:44:09.152Z,106,6961,Sokeri,2016-12-16T10:29:32.386Z
1392,,2016-03-24T08:44:09.472Z,106,6962,"Sokeri, erikoishieno",2016-12-16T10:29:32.744Z
1393,,2016-03-24T08:44:09.789Z,106,6963,"Sokeri, fariini",2016-12-16T10:29:33.104Z
1394,,2016-03-24T08:44:10.108Z,106,6964,"Sokeri, luomu",2016-12-16T10:29:33.465Z
1395,,2016-03-24T08:44:10.746Z,107,6966,"Sokeriherne, pakaste",2016-12-16T10:29:34.193Z
1396,,2016-03-24T08:44:11.095Z,100,6967,"Sokeriherne, tuore",2016-12-16T10:29:34.558Z
1397,,2016-03-24T08:44:12.128Z,103,6970,"Sorbetti, mustaherukka",2016-12-16T10:29:41.464Z
1398,,2016-03-24T08:44:12.445Z,106,6971,Sormisuola,2016-12-16T10:29:44.019Z
1399,,2016-03-24T08:44:12.763Z,106,6972,"Sormisuola, sitruuna",2016-12-16T10:29:44.392Z
1400,,2016-03-24T08:44:13.086Z,103,6973,"Sose, aprikoosi",2016-12-16T10:29:45.109Z
1401,,2016-03-24T08:44:13.406Z,103,6974,"Sose, bataatti",2016-12-16T10:29:45.833Z
1402,,2016-03-24T08:44:13.725Z,103,6975,"Sose, hedelmä",2016-12-16T10:29:46.195Z
1403,,2016-03-24T08:44:14.124Z,103,6976,"Sose, juures",2016-12-16T10:29:46.554Z
1404,,2016-03-24T08:44:14.445Z,103,6977,"Sose, kasvis",2016-12-16T10:29:46.914Z
1405,[],2016-03-24T08:43:39.613Z,106,6872,"Tahini, seesamitahna",2016-12-16T10:31:47.248Z
1406,[],2016-05-18T08:04:07.343Z,104,7391,"Tuorejuusto, tzatziki",2016-12-16T10:35:31.517Z
1407,,2016-03-24T08:44:19.187Z,105,6991,Spirali,2016-03-24T08:44:19.187Z
1408,,2016-03-24T08:44:20.853Z,109,6996,Suklaa,2016-03-24T08:44:20.853Z
1409,,2016-03-24T08:44:21.241Z,109,6997,"Suklaa, konvehti",2016-03-24T08:44:21.241Z
1410,[],2016-03-24T08:43:50.818Z,102,6906,Silakkafilee,2016-08-04T12:01:30.495Z
1411,,2016-03-24T08:44:22.516Z,109,7001,"Suklaa, tumma, luomu",2016-03-24T08:44:22.516Z
1412,,2016-03-24T08:44:22.834Z,109,7002,"Suklaa, tumma, premium",2016-03-24T08:44:22.834Z
1413,,2016-03-24T08:44:23.181Z,109,7003,"Suklaa, tumma, Reilun kaupan",2016-03-24T08:44:23.181Z
1414,,2016-03-24T08:44:23.820Z,101,7005,Suklaacookie,2016-03-24T08:44:23.820Z
1415,,2016-03-24T08:44:24.206Z,101,7006,"Suklaacookie, gluteeniton",2016-03-24T08:44:24.206Z
1416,,2016-03-24T08:44:24.524Z,101,7007,"Suklaacookie, paistovalmis",2016-03-24T08:44:24.524Z
